date,produit_id,categorie,quantite_vendue,stock_initial,peremption_jours,prix_vente,promotion,temperature_max,pluie_mm,evenement,magasin
2022-09-15,Tomates_kg,legume,112.0,199,7,500,1,25.0,4.4,None,Dakar_Corniche
2024-06-19,Sucre_1kg,epicerie,32.0,141,3,400,0,31.1,1.9,None,Dakar_Corniche
2024-08-14,Oignons_kg,legume,90.0,111,14,300,0,26.9,5.5,None,Dakar_Corniche
2022-12-30,Sucre_1kg,epicerie,32.0,231,5,400,0,39.7,0.2,None,Saint-Louis_Marche
2024-09-25,Tomates_kg,legume,120.0,304,14,500,0,36.5,0.3,None,Dakar_Corniche
2023-11-08,Oignons_kg,legume,85.0,222,3,300,0,30.2,3.9,None,Dakar_Corniche
2022-06-09,Tomates_kg,legume,106.0,356,10,500,0,36.6,4.5,None,Saint-Louis_Marche
2024-05-07,Poulet_frais,viande,37.0,498,7,2500,0,35.6,3.7,None,Saint-Louis_Marche
2023-07-12,Riz_5kg,epicerie,41.0,166,10,2000,0,32.0,2.2,None,Dakar_Corniche
2023-10-06,Poulet_frais,viande,43.0,359,5,2500,0,25.0,0.2,None,Dakar_Corniche
2024-11-06,Riz_5kg,epicerie,61.0,409,3,2000,0,31.9,0.2,None,Dakar_Corniche
2022-12-13,Poulet_frais,viande,35.0,105,3,2500,0,32.0,1.3,None,Dakar_Corniche
2022-11-13,Bananes_kg,fruit,57.0,289,14,700,0,26.2,4.1,None,Dakar_Corniche
2023-09-26,Bananes_kg,fruit,73.0,409,10,700,1,32.0,3.8,None,Saint-Louis_Marche
2023-10-19,Oignons_kg,legume,77.0,147,7,300,0,34.1,12.2,None,Thies_Centre
2022-02-09,Riz_5kg,epicerie,49.0,396,3,2000,0,33.6,3.5,None,Dakar_Corniche
2022-02-28,Pommes_kg,fruit,85.0,409,7,600,0,29.3,0.4,None,Saint-Louis_Marche
2023-05-05,Poulet_frais,viande,44.0,315,3,2500,0,39.6,16.2,None,Dakar_Corniche
2022-08-12,Bananes_kg,fruit,47.0,410,5,700,0,33.0,0.8,None,Dakar_Corniche
2024-10-12,Pommes_kg,fruit,64.0,367,10,600,0,29.9,2.6,None,Thies_Centre
2024-04-29,Tomates_kg,legume,137.0,237,7,500,0,37.8,0.5,None,Thies_Centre
2022-01-25,Pommes_kg,fruit,81.0,485,7,600,0,30.9,1.8,None,Dakar_Corniche
2023-05-18,Oignons_kg,legume,75.0,235,5,300,1,25.6,0.4,None,Dakar_Corniche
2023-01-29,Lait_1L,produit_frais,66.0,480,10,1200,1,27.8,2.0,None,Saint-Louis_Marche
2023-08-01,Oignons_kg,legume,99.0,322,3,300,1,30.3,2.7,None,Dakar_Corniche
2024-11-20,Huile_1L,epicerie,116.0,462,10,800,1,27.4,5.6,None,Thies_Centre
2024-03-24,Bananes_kg,fruit,194.03651864978514,235,3,700,0,26.0,0.3,Ramadan,Dakar_Corniche
2022-03-01,Lait_1L,produit_frais,86.0,470,7,1200,0,35.8,0.6,None,Saint-Louis_Marche
2023-07-22,Pommes_kg,fruit,83.0,411,3,600,1,41.3,3.0,None,Saint-Louis_Marche
2022-06-18,Lait_1L,produit_frais,90.0,466,14,1200,0,35.1,4.1,None,Saint-Louis_Marche
2023-02-17,Sucre_1kg,epicerie,32.0,323,10,400,0,32.0,0.6,None,Dakar_Corniche
2023-04-30,Poulet_frais,viande,45.0,463,3,2500,0,28.3,3.2,None,Thies_Centre
2024-11-30,Oignons_kg,legume,105.0,273,3,300,0,35.3,0.3,None,Thies_Centre
2022-06-22,Huile_1L,epicerie,89.0,104,5,800,0,32.5,1.0,None,Dakar_Corniche
2024-05-05,Lait_1L,produit_frais,73.0,352,7,1200,0,27.0,2.5,None,Saint-Louis_Marche
2023-04-12,Lait_1L,produit_frais,213.27070403736906,476,14,1200,0,28.1,0.4,Ramadan,Thies_Centre
2023-02-07,Tomates_kg,legume,119.0,310,14,500,0,29.4,3.1,None,Thies_Centre
2023-04-20,Sucre_1kg,epicerie,98.64463612028712,165,14,400,0,32.7,0.6,Ramadan,Saint-Louis_Marche
2022-11-26,Huile_1L,epicerie,102.0,402,5,800,0,35.5,3.0,None,Thies_Centre
2024-09-12,Riz_5kg,epicerie,40.0,249,14,2000,0,32.3,0.2,None,Saint-Louis_Marche
2024-04-30,Lait_1L,produit_frais,69.0,278,3,1200,0,30.9,3.7,None,Saint-Louis_Marche
2023-03-04,Poulet_frais,viande,35.0,412,14,2500,0,32.1,1.4,None,Dakar_Corniche
2023-03-30,Poisson_frais,poisson,117.50888974513079,167,14,1500,0,32.5,2.3,Ramadan,Dakar_Corniche
2023-05-27,Poisson_frais,poisson,79.0,485,7,1500,0,38.2,1.3,None,Dakar_Corniche
2024-12-24,Tomates_kg,legume,728.5389396514255,156,10,500,0,37.0,0.8,None,Dakar_Corniche
2022-05-09,Oignons_kg,legume,99.0,380,10,300,0,34.7,1.7,None,Saint-Louis_Marche
2023-01-05,Bananes_kg,fruit,53.0,441,3,700,0,32.7,5.0,None,Saint-Louis_Marche
2023-07-13,Poisson_frais,poisson,80.0,150,3,1500,1,33.9,0.1,None,Dakar_Corniche
2022-08-08,Tomates_kg,legume,104.0,346,14,500,0,34.4,2.5,None,Thies_Centre
2024-02-18,Poisson_frais,poisson,75.0,435,5,1500,0,25.2,1.6,None,Dakar_Corniche
2023-09-11,Bananes_kg,fruit,66.0,127,10,700,0,33.8,0.6,None,Dakar_Corniche
2022-01-28,Huile_1L,epicerie,82.0,368,3,800,0,33.9,1.0,None,Thies_Centre
2022-04-07,Oignons_kg,legume,190.90668838696976,138,3,300,0,40.1,4.6,Ramadan,Saint-Louis_Marche
2023-07-16,Pommes_kg,fruit,82.0,147,14,600,0,28.5,0.0,None,Dakar_Corniche
2023-08-26,Tomates_kg,legume,101.0,295,3,500,0,35.5,0.2,None,Saint-Louis_Marche
2022-08-19,Poisson_frais,poisson,75.0,358,3,1500,1,34.6,2.0,None,Saint-Louis_Marche
2024-07-28,Poisson_frais,poisson,53.0,224,14,1500,0,31.4,0.7,None,Saint-Louis_Marche
2024-09-07,Oignons_kg,legume,93.0,253,3,300,0,35.6,3.3,None,Dakar_Corniche
2022-12-24,Sucre_1kg,epicerie,30.0,101,7,400,1,35.4,5.8,None,Dakar_Corniche
2024-09-12,Pommes_kg,fruit,81.0,260,7,600,0,32.2,5.2,None,Saint-Louis_Marche
2022-07-08,Lait_1L,produit_frais,93.0,495,10,1200,0,35.1,4.5,None,Saint-Louis_Marche
2022-04-01,Lait_1L,produit_frais,65.0,125,3,1200,0,28.6,2.6,None,Dakar_Corniche
2023-08-09,Pommes_kg,fruit,89.0,190,3,600,0,27.2,3.6,None,Thies_Centre
2023-09-14,Huile_1L,epicerie,86.0,334,14,800,1,36.3,2.9,None,Dakar_Corniche
2024-06-15,Poulet_frais,viande,38.0,143,5,2500,0,31.6,3.2,None,Dakar_Corniche
2024-11-21,Tomates_kg,legume,119.0,371,14,500,0,33.2,2.5,None,Thies_Centre
2024-05-21,Poulet_frais,viande,40.0,266,10,2500,1,28.4,2.1,None,Dakar_Corniche
2022-05-25,Huile_1L,epicerie,94.0,107,5,800,0,25.0,3.1,None,Saint-Louis_Marche
2023-02-16,Poisson_frais,poisson,76.0,413,10,1500,0,38.2,3.4,None,Dakar_Corniche
2023-10-27,Lait_1L,produit_frais,74.0,232,7,1200,0,35.6,4.5,None,Dakar_Corniche
2023-11-27,Sucre_1kg,epicerie,22.0,287,5,400,0,34.6,0.1,None,Saint-Louis_Marche
2022-03-31,Oignons_kg,legume,91.0,442,10,300,0,40.5,3.1,None,Dakar_Corniche
2023-01-08,Poulet_frais,viande,35.0,291,7,2500,0,34.8,2.3,None,Dakar_Corniche
2022-01-03,Huile_1L,epicerie,113.0,185,5,800,0,25.0,0.9,None,Dakar_Corniche
2023-11-22,Sucre_1kg,epicerie,21.0,455,5,400,1,33.8,0.6,None,Dakar_Corniche
2022-11-23,Poisson_frais,poisson,54.0,312,5,1500,0,35.6,0.4,None,Thies_Centre
2023-11-30,Lait_1L,produit_frais,87.0,459,10,1200,0,27.8,0.1,None,Saint-Louis_Marche
2022-12-05,Bananes_kg,fruit,69.0,250,3,700,0,34.0,0.2,None,Thies_Centre
2024-02-02,Riz_5kg,epicerie,54.0,380,3,2000,1,34.3,1.7,None,Saint-Louis_Marche
2022-01-24,Poisson_frais,poisson,75.0,457,5,1500,0,33.1,1.9,None,Thies_Centre
2022-01-18,Lait_1L,produit_frais,73.0,310,10,1200,0,29.8,0.2,None,Saint-Louis_Marche
2023-01-31,Pommes_kg,fruit,79.0,211,5,600,0,31.6,0.7,None,Dakar_Corniche
2024-02-03,Poulet_frais,viande,48.0,493,7,2500,0,33.2,6.7,None,Saint-Louis_Marche
2024-08-21,Poisson_frais,poisson,65.0,378,3,1500,0,39.2,0.9,None,Saint-Louis_Marche
2022-01-03,Lait_1L,produit_frais,85.0,330,10,1200,1,36.4,0.8,None,Dakar_Corniche
2023-03-16,Riz_5kg,epicerie,52.0,474,3,2000,0,39.2,1.7,None,Thies_Centre
2022-04-16,Oignons_kg,legume,128.18078468419375,243,3,300,0,25.0,2.1,Ramadan,Dakar_Corniche
2024-03-20,Sucre_1kg,epicerie,70.4720563275826,297,3,400,0,37.0,1.8,Ramadan,Saint-Louis_Marche
2022-06-21,Riz_5kg,epicerie,48.0,208,7,2000,1,34.3,1.9,None,Saint-Louis_Marche
2024-07-24,Riz_5kg,epicerie,50.0,486,14,2000,0,37.8,0.0,None,Saint-Louis_Marche
2023-11-20,Bananes_kg,fruit,62.0,169,5,700,0,25.0,0.8,None,Saint-Louis_Marche
2024-02-21,Oignons_kg,legume,98.0,138,10,300,1,34.4,0.3,None,Thies_Centre
2022-04-07,Sucre_1kg,epicerie,84.44971123913581,224,5,400,0,42.5,0.2,Ramadan,Saint-Louis_Marche
2023-11-20,Riz_5kg,epicerie,40.0,207,10,2000,1,33.6,2.5,None,Dakar_Corniche
2022-07-27,Oignons_kg,legume,99.0,176,14,300,0,26.9,1.0,None,Thies_Centre
2022-02-02,Tomates_kg,legume,109.0,164,5,500,0,33.8,2.6,None,Dakar_Corniche
2022-01-03,Oignons_kg,legume,99.0,186,14,300,0,35.0,0.0,None,Thies_Centre
2023-11-02,Riz_5kg,epicerie,52.0,355,7,2000,0,25.0,0.9,None,Dakar_Corniche
2022-11-16,Lait_1L,produit_frais,80.0,480,14,1200,0,25.0,3.2,None,Thies_Centre
2022-01-28,Riz_5kg,epicerie,43.0,168,7,2000,0,29.6,1.9,None,Saint-Louis_Marche
2023-04-24,Poulet_frais,viande,44.0,152,7,2500,0,33.0,1.7,None,Saint-Louis_Marche
2024-09-20,Huile_1L,epicerie,101.0,254,7,800,0,45.0,0.8,None,Saint-Louis_Marche
2024-05-14,Bananes_kg,fruit,56.0,367,14,700,0,30.9,1.4,None,Thies_Centre
2023-11-25,Pommes_kg,fruit,82.0,195,3,600,0,25.4,2.0,None,Dakar_Corniche
2024-07-18,Lait_1L,produit_frais,80.0,179,5,1200,0,25.0,0.1,None,Saint-Louis_Marche
2024-04-15,Tomates_kg,legume,114.0,138,5,500,0,34.7,3.8,None,Dakar_Corniche
2022-11-24,Sucre_1kg,epicerie,40.0,252,3,400,1,25.0,4.1,None,Dakar_Corniche
2022-06-03,Pommes_kg,fruit,87.0,301,7,600,1,30.0,2.2,None,Thies_Centre
2023-03-06,Tomates_kg,legume,114.0,317,5,500,0,35.7,5.1,None,Thies_Centre
2022-04-02,Sucre_1kg,epicerie,47.102706745948076,298,10,400,1,29.5,0.3,Ramadan,Thies_Centre
2023-04-04,Lait_1L,produit_frais,129.35082317695478,272,10,1200,0,35.6,1.2,Ramadan,Saint-Louis_Marche
2022-10-26,Huile_1L,epicerie,109.0,293,7,800,0,36.9,1.4,None,Dakar_Corniche
2023-02-10,Riz_5kg,epicerie,45.0,431,3,2000,0,40.5,2.5,None,Saint-Louis_Marche
2022-08-22,Poulet_frais,viande,43.0,407,5,2500,0,37.8,3.8,None,Dakar_Corniche
2023-06-07,Lait_1L,produit_frais,75.0,487,5,1200,0,26.8,0.2,None,Dakar_Corniche
2023-06-03,Lait_1L,produit_frais,79.0,208,5,1200,0,36.2,0.5,None,Saint-Louis_Marche
2022-09-01,Bananes_kg,fruit,47.0,204,5,700,0,34.2,0.5,None,Thies_Centre
2022-05-02,Poulet_frais,viande,62.79469804635049,260,14,2500,0,25.0,0.6,Ramadan,Dakar_Corniche
2024-03-12,Lait_1L,produit_frais,147.11762353706922,114,5,1200,0,29.1,8.6,Ramadan,Saint-Louis_Marche
2023-04-03,Sucre_1kg,epicerie,63.300025701280305,498,7,400,0,35.4,1.2,Ramadan,Thies_Centre
2023-01-31,Lait_1L,produit_frais,76.0,394,7,1200,0,38.9,0.6,None,Thies_Centre
2022-02-08,Sucre_1kg,epicerie,25.0,305,10,400,0,31.4,3.4,None,Dakar_Corniche
2023-09-30,Lait_1L,produit_frais,97.0,381,10,1200,0,32.5,0.7,None,Thies_Centre
2022-08-19,Sucre_1kg,epicerie,24.0,248,14,400,0,32.5,2.6,None,Thies_Centre
2024-11-15,Poisson_frais,poisson,87.0,228,14,1500,1,32.2,1.6,None,Dakar_Corniche
2022-02-04,Bananes_kg,fruit,57.0,397,3,700,0,40.1,0.5,None,Dakar_Corniche
2023-07-16,Tomates_kg,legume,117.0,425,10,500,0,36.7,2.1,None,Saint-Louis_Marche
2023-10-25,Oignons_kg,legume,103.0,479,3,300,0,29.1,0.0,None,Dakar_Corniche
2023-10-15,Poulet_frais,viande,50.0,407,7,2500,0,28.9,1.5,None,Saint-Louis_Marche
2024-10-25,Riz_5kg,epicerie,57.0,128,5,2000,0,39.1,3.4,None,Saint-Louis_Marche
2023-02-11,Oignons_kg,legume,68.0,442,10,300,0,39.1,0.5,None,Thies_Centre
2024-05-12,Lait_1L,produit_frais,64.0,420,5,1200,0,36.6,1.3,None,Saint-Louis_Marche
2023-04-24,Bananes_kg,fruit,61.0,488,7,700,0,37.0,0.2,None,Dakar_Corniche
2022-07-18,Sucre_1kg,epicerie,24.0,209,14,400,0,32.5,5.4,None,Saint-Louis_Marche
2024-09-12,Bananes_kg,fruit,56.0,237,7,700,0,36.0,2.9,None,Saint-Louis_Marche
2024-05-23,Poisson_frais,poisson,85.0,133,10,1500,0,26.2,0.5,None,Dakar_Corniche
2023-04-20,Poulet_frais,viande,97.8272570259977,301,10,2500,0,32.3,1.1,Ramadan,Dakar_Corniche
2022-03-05,Oignons_kg,legume,82.0,197,14,300,0,34.3,0.6,None,Thies_Centre
2022-10-10,Riz_5kg,epicerie,46.0,189,3,2000,0,36.2,0.9,None,Thies_Centre
2023-09-20,Bananes_kg,fruit,64.0,391,3,700,0,38.0,0.2,None,Dakar_Corniche
2024-09-10,Tomates_kg,legume,118.0,436,3,500,0,27.6,3.1,None,Thies_Centre
2024-02-24,Poisson_frais,poisson,63.0,255,10,1500,0,26.0,0.1,None,Thies_Centre
2022-11-18,Bananes_kg,fruit,72.0,430,14,700,0,29.7,3.4,None,Thies_Centre
2022-01-19,Lait_1L,produit_frais,82.0,388,3,1200,0,29.3,2.6,None,Saint-Louis_Marche
2023-04-25,Oignons_kg,legume,85.0,438,10,300,1,32.9,4.0,None,Thies_Centre
2022-04-15,Poisson_frais,poisson,137.68828488197843,157,5,1500,0,37.0,2.5,Ramadan,Saint-Louis_Marche
2023-12-17,Bananes_kg,fruit,63.0,130,10,700,0,26.1,0.5,None,Thies_Centre
2022-05-27,Huile_1L,epicerie,102.0,220,5,800,0,42.3,0.5,None,Saint-Louis_Marche
2024-12-24,Huile_1L,epicerie,98.0,308,3,800,0,31.1,4.4,None,Thies_Centre
2022-03-10,Poulet_frais,viande,44.0,378,3,2500,0,35.4,2.3,None,Thies_Centre
2022-11-02,Riz_5kg,epicerie,44.0,272,14,2000,0,34.5,2.8,None,Dakar_Corniche
2022-08-10,Tomates_kg,legume,133.0,138,7,500,1,35.6,4.5,None,Dakar_Corniche
2024-08-14,Lait_1L,produit_frais,64.0,335,10,1200,0,29.7,3.2,None,Saint-Louis_Marche
2023-09-08,Pommes_kg,fruit,88.0,147,14,600,0,35.5,4.8,None,Thies_Centre
2024-06-30,Pommes_kg,fruit,75.0,355,10,600,0,38.9,6.1,None,Saint-Louis_Marche
2022-08-27,Bananes_kg,fruit,67.0,375,3,700,0,37.4,3.3,None,Dakar_Corniche
2024-05-26,Pommes_kg,fruit,88.0,178,5,600,0,41.7,0.1,None,Thies_Centre
2022-10-13,Tomates_kg,legume,117.0,353,10,500,0,27.7,3.2,None,Saint-Louis_Marche
2023-03-14,Bananes_kg,fruit,72.0,236,3,700,0,34.2,0.6,None,Saint-Louis_Marche
2023-11-04,Oignons_kg,legume,77.0,344,5,300,0,33.9,0.5,None,Thies_Centre
2022-04-27,Bananes_kg,fruit,127.3954418910215,402,5,700,0,31.7,2.4,Ramadan,Saint-Louis_Marche
2023-10-31,Riz_5kg,epicerie,57.0,400,10,2000,0,38.8,0.6,None,Dakar_Corniche
2022-09-03,Lait_1L,produit_frais,84.0,174,5,1200,0,40.6,1.8,None,Dakar_Corniche
2023-08-27,Poisson_frais,poisson,76.0,193,10,1500,0,32.9,0.1,None,Dakar_Corniche
2023-11-30,Poisson_frais,poisson,64.0,269,5,1500,0,29.1,4.1,None,Saint-Louis_Marche
2024-08-15,Huile_1L,epicerie,94.0,212,14,800,0,39.8,1.8,None,Saint-Louis_Marche
2022-06-27,Pommes_kg,fruit,72.0,492,7,600,0,34.7,3.1,None,Thies_Centre
2022-01-20,Riz_5kg,epicerie,65.0,296,7,2000,0,30.7,0.4,None,Dakar_Corniche
2024-10-11,Huile_1L,epicerie,88.0,209,10,800,0,30.0,0.7,None,Dakar_Corniche
2023-10-01,Pommes_kg,fruit,81.0,365,3,600,0,28.2,0.4,None,Dakar_Corniche
2024-07-20,Huile_1L,epicerie,84.0,193,3,800,0,35.4,3.3,None,Thies_Centre
2024-02-08,Bananes_kg,fruit,60.0,302,10,700,0,34.7,0.9,None,Dakar_Corniche
2024-09-01,Tomates_kg,legume,121.0,326,5,500,1,28.3,5.9,None,Dakar_Corniche
2022-10-07,Tomates_kg,legume,141.0,252,3,500,0,25.0,0.1,None,Saint-Louis_Marche
2023-09-24,Riz_5kg,epicerie,47.0,105,10,2000,1,29.9,3.0,None,Dakar_Corniche
2024-05-26,Oignons_kg,legume,97.0,148,3,300,0,31.7,6.0,None,Thies_Centre
2024-05-05,Oignons_kg,legume,104.0,318,10,300,0,29.9,5.7,None,Saint-Louis_Marche
2023-08-29,Riz_5kg,epicerie,56.0,100,10,2000,0,30.5,1.1,None,Saint-Louis_Marche
2023-03-12,Poulet_frais,viande,39.0,491,3,2500,0,37.8,1.6,None,Saint-Louis_Marche
2023-08-07,Oignons_kg,legume,91.0,277,3,300,0,30.2,0.6,None,Thies_Centre
2023-10-12,Lait_1L,produit_frais,69.0,338,3,1200,0,33.5,1.2,None,Dakar_Corniche
2022-08-20,Lait_1L,produit_frais,78.0,477,5,1200,1,27.6,0.0,None,Thies_Centre
2024-04-07,Riz_5kg,epicerie,91.01082855289461,473,7,2000,0,26.3,0.5,Ramadan,Thies_Centre
2023-05-24,Poisson_frais,poisson,65.0,186,10,1500,0,29.2,2.5,None,Thies_Centre
2023-06-27,Pommes_kg,fruit,73.0,355,7,600,0,38.4,1.0,None,Thies_Centre
2023-03-28,Huile_1L,epicerie,185.52031673781354,346,10,800,0,38.1,2.8,Ramadan,Thies_Centre
2024-08-21,Bananes_kg,fruit,75.0,356,7,700,0,33.4,0.8,None,Saint-Louis_Marche
2023-02-11,Huile_1L,epicerie,90.0,427,10,800,0,34.3,0.4,None,Thies_Centre
2023-04-04,Oignons_kg,legume,159.2595482966979,383,5,300,1,33.2,2.0,Ramadan,Saint-Louis_Marche
2024-07-26,Lait_1L,produit_frais,84.0,402,3,1200,1,28.0,1.3,None,Thies_Centre
2023-02-02,Poulet_frais,viande,44.0,400,14,2500,1,33.5,1.5,None,Dakar_Corniche
2024-11-30,Sucre_1kg,epicerie,24.0,103,3,400,0,35.1,5.8,None,Thies_Centre
2024-09-14,Oignons_kg,legume,93.0,215,5,300,1,42.0,1.0,None,Dakar_Corniche
2022-06-11,Poulet_frais,viande,43.0,354,3,2500,1,32.6,2.9,None,Thies_Centre
2024-07-26,Pommes_kg,fruit,73.0,204,5,600,0,35.1,3.6,None,Thies_Centre
2024-01-24,Poisson_frais,poisson,86.0,195,3,1500,0,25.0,0.1,None,Dakar_Corniche
2022-03-02,Oignons_kg,legume,84.0,399,10,300,0,29.9,0.9,None,Thies_Centre
2024-12-10,Lait_1L,produit_frais,85.0,153,10,1200,1,30.5,0.1,None,Saint-Louis_Marche
2023-03-13,Sucre_1kg,epicerie,32.0,328,14,400,0,34.0,5.4,None,Saint-Louis_Marche
2024-01-19,Oignons_kg,legume,86.0,130,5,300,0,30.2,2.4,None,Thies_Centre
2024-04-24,Oignons_kg,legume,95.0,160,14,300,0,31.9,1.0,None,Thies_Centre
2024-05-29,Bananes_kg,fruit,71.0,427,7,700,0,26.3,7.6,None,Dakar_Corniche
2023-04-11,Huile_1L,epicerie,150.30496137620435,100,7,800,0,31.8,1.4,Ramadan,Saint-Louis_Marche
2024-07-01,Oignons_kg,legume,105.0,182,14,300,0,35.7,6.2,None,Thies_Centre
2024-05-16,Poulet_frais,viande,43.0,308,5,2500,1,29.8,0.1,None,Thies_Centre
2023-04-09,Bananes_kg,fruit,126.27091890949485,388,7,700,0,36.9,1.0,Ramadan,Saint-Louis_Marche
2022-01-15,Lait_1L,produit_frais,82.0,292,7,1200,0,43.6,0.5,None,Thies_Centre
2023-07-18,Poulet_frais,viande,31.0,204,5,2500,0,27.8,1.9,None,Dakar_Corniche
2022-06-02,Huile_1L,epicerie,85.0,499,3,800,0,35.8,0.8,None,Thies_Centre
2024-03-11,Sucre_1kg,epicerie,78.91864522909668,164,7,400,0,34.7,3.4,Ramadan,Dakar_Corniche
2023-05-21,Oignons_kg,legume,82.0,204,10,300,0,35.9,1.6,None,Dakar_Corniche
2024-04-11,Poisson_frais,poisson,70.0,232,10,1500,1,35.7,0.6,None,Dakar_Corniche
2022-04-23,Pommes_kg,fruit,218.48955522332972,372,7,600,0,34.3,2.1,Ramadan,Thies_Centre
2024-04-25,Riz_5kg,epicerie,57.0,295,14,2000,0,37.2,4.2,None,Thies_Centre
2023-09-20,Sucre_1kg,epicerie,26.0,126,7,400,0,28.9,2.1,None,Saint-Louis_Marche
2024-10-22,Sucre_1kg,epicerie,41.0,314,14,400,0,25.0,1.2,None,Dakar_Corniche
2024-09-23,Lait_1L,produit_frais,87.0,337,5,1200,1,31.0,0.8,None,Thies_Centre
2022-01-18,Huile_1L,epicerie,96.0,373,10,800,0,43.6,0.0,None,Thies_Centre
2024-09-15,Huile_1L,epicerie,102.0,429,3,800,0,30.6,0.7,None,Dakar_Corniche
2023-04-05,Poulet_frais,viande,66.2204177633849,259,5,2500,0,36.6,0.8,Ramadan,Saint-Louis_Marche
2022-05-29,Lait_1L,produit_frais,77.0,276,5,1200,0,27.2,3.1,None,Thies_Centre
2024-01-18,Lait_1L,produit_frais,77.0,334,10,1200,0,27.2,1.8,None,Dakar_Corniche
2023-04-15,Tomates_kg,legume,174.10565468294755,211,3,500,0,32.2,0.2,Ramadan,Saint-Louis_Marche
2024-03-22,Tomates_kg,legume,214.48559363995358,230,10,500,0,28.8,1.8,Ramadan,Thies_Centre
2024-09-10,Lait_1L,produit_frais,74.0,107,3,1200,0,34.8,0.3,None,Dakar_Corniche
2024-05-27,Pommes_kg,fruit,74.0,223,3,600,0,36.7,2.1,None,Thies_Centre
2023-02-26,Riz_5kg,epicerie,55.0,239,10,2000,0,33.1,3.9,None,Dakar_Corniche
2023-03-07,Poisson_frais,poisson,59.0,237,3,1500,1,41.5,1.3,None,Thies_Centre
2023-03-16,Poulet_frais,viande,30.0,170,10,2500,0,33.1,2.3,None,Saint-Louis_Marche
2023-02-02,Tomates_kg,legume,117.0,397,14,500,0,30.2,3.2,None,Saint-Louis_Marche
2023-12-20,Riz_5kg,epicerie,49.0,162,5,2000,0,41.3,1.3,None,Dakar_Corniche
2022-03-29,Poisson_frais,poisson,63.0,324,7,1500,0,30.1,2.2,None,Saint-Louis_Marche
2023-04-11,Oignons_kg,legume,253.8768863844589,337,7,300,0,27.5,2.8,Ramadan,Dakar_Corniche
2024-05-16,Sucre_1kg,epicerie,34.0,497,7,400,0,35.7,0.9,None,Thies_Centre
2023-07-11,Sucre_1kg,epicerie,35.0,479,10,400,0,33.7,6.7,None,Saint-Louis_Marche
2024-06-09,Lait_1L,produit_frais,79.0,468,5,1200,0,31.6,3.2,None,Saint-Louis_Marche
2023-09-13,Riz_5kg,epicerie,40.0,356,10,2000,0,31.1,0.6,None,Dakar_Corniche
2023-01-31,Poisson_frais,poisson,75.0,337,3,1500,0,35.3,4.2,None,Thies_Centre
2022-07-14,Huile_1L,epicerie,102.0,470,5,800,1,25.0,0.3,None,Dakar_Corniche
2024-07-23,Lait_1L,produit_frais,86.0,322,5,1200,0,28.1,3.2,None,Saint-Louis_Marche
2024-07-24,Poisson_frais,poisson,70.0,368,10,1500,0,36.9,0.8,None,Saint-Louis_Marche
2023-04-14,Huile_1L,epicerie,148.25830526566227,294,14,800,0,37.2,1.4,Ramadan,Thies_Centre
2022-10-24,Tomates_kg,legume,106.0,123,5,500,0,30.8,0.0,None,Saint-Louis_Marche
2023-03-31,Riz_5kg,epicerie,96.45606584555104,236,5,2000,1,30.9,6.1,Ramadan,Dakar_Corniche
2024-08-25,Lait_1L,produit_frais,81.0,255,14,1200,0,25.5,1.4,None,Dakar_Corniche
2023-11-29,Poisson_frais,poisson,69.0,110,7,1500,0,25.0,1.7,None,Saint-Louis_Marche
2024-01-14,Sucre_1kg,epicerie,30.0,143,3,400,0,32.5,1.5,None,Thies_Centre
2024-12-15,Tomates_kg,legume,148.0,107,7,500,0,31.3,0.4,None,Saint-Louis_Marche
2023-05-22,Pommes_kg,fruit,71.0,437,7,600,0,36.3,1.5,None,Thies_Centre
2024-03-05,Tomates_kg,legume,115.0,496,7,500,0,34.2,0.0,None,Thies_Centre
2023-12-11,Lait_1L,produit_frais,63.0,369,5,1200,0,34.7,3.1,None,Dakar_Corniche
2023-03-10,Poisson_frais,poisson,81.0,248,10,1500,0,33.0,2.1,None,Dakar_Corniche
2023-06-05,Poisson_frais,poisson,68.0,417,3,1500,1,26.5,8.1,None,Thies_Centre
2024-07-20,Sucre_1kg,epicerie,33.0,103,7,400,0,45.0,0.9,None,Saint-Louis_Marche
2024-04-15,Poisson_frais,poisson,78.0,153,10,1500,0,29.6,0.1,None,Thies_Centre
2022-06-12,Lait_1L,produit_frais,80.0,398,5,1200,0,28.0,0.5,None,Thies_Centre
2024-03-03,Pommes_kg,fruit,86.0,336,14,600,0,40.6,4.9,None,Saint-Louis_Marche
2022-08-06,Bananes_kg,fruit,70.0,197,10,700,0,26.7,0.0,None,Thies_Centre
2023-09-12,Poisson_frais,poisson,77.0,347,7,1500,0,33.8,0.0,None,Saint-Louis_Marche
2023-01-25,Huile_1L,epicerie,94.0,498,14,800,0,29.7,0.5,None,Thies_Centre
2022-08-28,Bananes_kg,fruit,59.0,121,14,700,0,38.9,0.6,None,Thies_Centre
2024-05-17,Tomates_kg,legume,117.0,244,7,500,0,30.8,3.7,None,Dakar_Corniche
2024-10-08,Pommes_kg,fruit,81.0,337,10,600,0,26.5,0.6,None,Dakar_Corniche
2023-03-01,Pommes_kg,fruit,88.0,417,3,600,0,39.1,0.1,None,Dakar_Corniche
2023-03-24,Poisson_frais,poisson,651.7115421490969,410,14,1500,0,29.0,0.1,Ramadan,Thies_Centre
